path,module,source_set,classification,inferred_production_reachability,inferred_main_callers_or_consumers,inventory_status,historical_change_or_finding_reference,suggested_disposition
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/95c4807a9ade95bf64b8d7ab8aaf887039755d371bd27a9954e52732e8e52ad6.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9714250a93f7d3a190d10626eda25b5205e0c7a44e2748df9e41ac6211234d09.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/97162d7574116945aab53b96d03e0822e5e877fc6b22a1df49e0ea993701ec77.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/983f8d0630d072d5bfcd166a498ac7213f3a44a98c09051004ce96429d867cea.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/987292f635847c879d47fe4e83bfdb9af73154aea16fcf3e973e77f847589070.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/98ceee7a17859ecb5f323d676949532f57f005c943521ee00f68c9b5fd5c6e80.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/99f5e707549f5d7ff680fda75d256a33652b1caa9a8cca12dd839f6d9d804481.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9a91d63f761abb5630ecc850e96fa324a5c94cb1cad0f1efdfa376354ae0b39d.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9b9549eec1fa52daca8e4d06a1d9492a9987eded6d2fd87e58121339ffe6f2f7.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9ec6adb81d8de62fa9bc7f5ca5f6b131d4dd655bbfe89d8a3ba4b808844b03a3.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9f81f25e96b919153392ded53bd33216e76624909cfd080a3edb278d44fc34f0.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9fa62196c4c4e79b6a58dbb38a8c022bef8db21989d7dae2da0f6f5b66289a9c.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/9fdefdec4185ea8d148b9350fdfe29305198c5f0f87d946b0cc0027d8e725008.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a000041f5a1f79283c5175e1bb60cf3683780f401c6a9d34fbe9751253fa6ff9.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a03b5a1dfcf516b5dad667f4f892ed5e5c0efd18afa76c80fad36d9acd6b4c9e.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a09a53e2b150f9929fc8ddf7b19d2a865d4af134469d8171e5a88584403fcec3.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a1bf0f331a1d058723cf5c635ce2a6aa6eae4a8b515fb453313ab4d0f0caee37.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a2c3062320873f9ac29ded1d9ca4a2415529c2e4568d53b5f2b813ec52adc664.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a38e675e6e68cfb30e870763d7a0985889b70aa077843f84bfd12051dcc3f173.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a48e978d6b24c183c4832f5c49d71c1f84156b99c6fa9a410aafb373a254be7c.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a57b428f428a9337d7b483a2162a570d4e672bceff411a6465e53e8747506ac3.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-07-local-readiness/evidence/final-dependency-render-linux-04/report/metadata/a591c6ed30108bbfa0e0c5738390f24679a3133e9d69b6fd53265032333cd058.pom,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change 49a4e2317d56e887f36149601d77dfd5af1b8c3f (fix(verification): settle L08 scrolling and retain libproc diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
